hptbid	plg	protoform	gloss	pages	mainpage	init	allofams	semclass	semclass2	tags	etyma_links
605	PTB	*kʷi-s	comb	434		*k	*kʷi	tool			
606	PLB	*ʔ-kyakᴴ	rope / cord / navel	318, 319		*k	*kyak	tool	clothe	525	525
607	PTB	*kyam	snow / ice / cold	252, 532		*k	*kyam	cold		2374	2374
608	PLB	*k(y)an¹	object to	260		*k	*k(y)an	kinship		?	
609	PTB	*kyaŋ	ginger	302		*k	*kyaŋ	plant		?	
610	PLB	*kyaŋ²	intimate / friend	265		*k	*kyaŋ	kinship		?	
611	PTB	*r-kyaŋ	single	264		*k	*kyaŋ	number		2375	2375
612	PLB	*kyapᴴ	stick into / insert	337		*k	*kyap	tool		?	
613	PTB	*k(y)at	run / dance / kick	519		*k	*k(y)at	place			
614	PTB	*d-k(y)aːy ⪤ *d-k(y)an	crab	139, 210, 212, 217, 220, 262, 515		*k	*k(y)aːy ⪤ *k(y)an	animal		2304	2304
615	PTB	*kyeːl ⪤ *kyiːl	goat	388, 420, 426		*k	*kyeːl ⪤ *kyiːl	animal		2306	2306
616	PTB	*m-kyen	know	291, 311		*k	*kyen	tool		1229,2376	1229,2376
617	PTB	*kyeŋ	red / blushing	292, 311		*k	*kyeŋ	light		2377	2377
618	PTB	*kyəw	sweet	185		*k	*kyəw	bodypart		2380	2380
619	PLB	*kyəw¹	sweet	182		*k	*kyəw	bodypart			
620	PLB	*kyi¹/²	lift up / raise	188		*k	*kyi	place		152	152
621	PTB	*kyiːn	weigh	277		*k	*kyiːn	place		2312	2312
622	PLB	*kyiːn¹	weigh	27, 249		*k	*kyiːn	place			
623	PTB	*kyiːn ⪤ *kriːn	time / occasion	277		*k	*kyiːn ⪤ *kriːn	natural		?	
624	PLB	*kyiːn¹ ⪤ *kriːn¹	time	249		*k	*kyiːn ⪤ *kriːn	natural			
625	PTB	*kyit	burn / scorch	349		*k	*kyit	light		?	6481
626	PTB	*m-kyit	move	349		*k	*kyit	place		?	
627	PTB	*s-kyuːr ⪤ *s-kywaːr	sour / be acid	85, 384, 398, 402, 426, 449, 475, 514		*k	*kyuːr ⪤ *kywaːr	bodypart		2379,2668	2379,2668
628	PTB	*kywal	jackal / wolf / dhole / wild dog	261, 407, 423, 449		*k	*kywal	animal		?	6053
629	PLB	*wan¹	jackal / wolf / dhole / wild dog	261		*k	*kywal	animal			6052
630	PLB	*kywan¹/²/³	sharpen	260		*k	*kywan	tool		?	
631	PTB	*kywəy	yam	66, 195		*k	*kywəy	plant		2381	2381
632	PLB	*ʔ-la²	trousers	56, 112, 163		*l	*la	tool	clothe	?	
633	PTB	*b-la	cotton	130, 251		*l	*la	plant		2387	2387
634	PTB	*g-la	pay / give for	173		*l	*la	kinship		?	6191
635	PTB	*g/b/m-la-y	arrow	50, 80, 133, 145, 165, 486		*l	*la	tool		2411?	2411
636	PTB	*k-la	tiger	70, 173, 393		*l	*la	animal		2389	2389
637	PLB	*k-la²	tiger	138		*l	*la	animal			
638	PTB	*la	salt	173		*l	*la	natural		2385	2385
639	PTB	*la-y	come / arrive	165, 172, 220, 231, 484		*l	*la	place		3569	3569
640	PTB	*la-y	question particle	209, 231, 488		*l	*la	kinship		?	
641	PLB	*la²	question particle	163		*l	*la	kinship			
642	PTB	*s-la	leaf / tea	48		*l	*la	plant		786	786
643	PTB	*s-la	trousers	29, 165, 169, 172		*l	*la	tool	clothe		
644	PLB	*s/ʔ-la³	moon / month	39, 164		*l	*la	natural			
645	PLB	*s/ʔ-la³	soul / spirit	39, 164		*l	*la	bodypart			
646	PTB	*s/g-la	moon / month	34, 52, 134, 162, 165, 168, 172		*l	*la	natural		1016	1016
647	PLB	*ʔ-lakᴸ	youth (youngster)	53		*l	*lak	kinship		?	
648	PTB	*g-lak	hand	319		*l	*lak	bodypart		695	695
649	PTB	*lam	road	47, 48, 250		*l	*lam	place		1017	1017
650	PTB	*s-lam	womb / placenta	250		*l	*lam	bodypart	reproductive	670	680,670
651	PTB	*la(ː)m	fathom	48, 251, 298		*l	*la(ː)m	tool		1310,2392	1310,2392
652	PLB	*s-lam¹/²	fathom	249, 253, 254		*l	*la(ː)m	tool			1310
653	PLB	*ʔ-laŋ¹	wait	112, 266		*l	*laŋ	place		3513?	3513
654	PTB	*laŋ	bark (as dog)	495		*l	*laŋ	noise		1790?	1790
655	PTB	*laŋ	lift / raise	303		*l	*laŋ	place		?	
656	PLB	*laŋ¹	lightweight	265		*l	*laŋ	bodypart		2789?	2789
657	PLB	*laŋ¹	river / valley	266		*l	*laŋ	place		191,1014	191,1014
658	PTB	*g-laŋ ⪤ *g-lak	eagle / vulture / falcon / bird of prey	263, 393, 521		*l	*laŋ ⪤ *lak	animal		2393	2393
659	PLB	*ʔ-lapᴸ	dry in sun	112, 337		*l	*lap	light		?	
660	PTB	*lap	leaf	336, 342		*l	*lap	plant		824	824
661	PLB	*lapᴸ	enter	337		*l	*lap	place		?	
662	PLB	*s-lapᴴ	split apart / split open	337		*l	*lap	tool		?	
663	PTB	*b-laːp	forget	132, 340		*l	*laːp	bodypart		2395	2395
664	PTB	*lay	leaf / paper	209		*l	*lay	plant		786,824?	786,824
665	PTB	*laːy	dig up	210		*l	*laːy	tool		2400	2400
666	PTB	*g/m/s-lay ⪤ *r-ley	change / exchange / buy / barter	49, 208, 216, 217, 511		*l	*lay ⪤ *ley	kinship		2137,2396,2402,2606	2137,2396,2402,2606
667	PTB	*m/s-lay ⪤ *s-ley	tongue	48, 102, 119, 124, 141, 208, 215, 217, 487, 511		*l	*lay ⪤ *ley	bodypart		621	621
668	PTB	*s-lay ⪤ *ley	pass / exceed	208, 216, 511		*l	*lay ⪤ *ley	place		2397	2397
669	PTB	*s-lay ⪤ *s-ley	bridge / ladder	216, 220, 511		*l	*lay ⪤ *ley	tool		3582	3582
670	PTB	*laːy ⪤ *s-tay	navel / middle / center	52, 102, 208, 210, 217		*l	*laːy ⪤ *tay	bodypart	reproductive	519,517,1274,524,1630,1652,1653,2399	518,519,517,1274,524,1630,1652,1653,2399
671	PTB	*lep	butterfly	377		*l	*lep	animal		?	
672	PTB	*s-lep	slice / pare off	376		*l	*lep	tool		2401	2401
673	PTB	*lep ⪤ *lyap	thin / flat / flat object	51, 339, 377		*l	*lep ⪤ *lyap	plant		2432,2401	2432,2401
674	PTB	*m-ley ⪤ *m-li	penis	47, 49, 153, 219, 509		*l	*ley	bodypart	reproductive	1284	1284
675	PTB	*m-ley ⪤ *m-ləy	earth / ground / soil / mud / country	48, 71, 81, 191, 201, 218, 464, 509		*l	*ley ⪤ *ləy	place		2453	2453
676	PTB	*s-ley/ŋ ⪤ *s-rey/ŋ	squirrel / weasel	77, 292, 296, 311, 512		*l	*ley/ŋ ⪤ *rey/ŋ	animal		2663	2663
677	PTB	*b-ləy	four	48, 50, 69, 130, 147, 149, 153, 192, 200		*l	*ləy	number		2409	2409
678	PTB	*b-ləy	run	189		*l	*ləy	place		?	6163
679	PLB	*b-ləy²	run	213		*l	*ləy	place			6164
680	PLB	*b/ʔ-ləy²	four	56, 477		*l	*ləy	number			6085
681	PTB	*b/m-ləy	grandchild / nephew	71, 80, 133, 192, 201, 464		*l	*ləy	kinship		2410	2410
682	PTB	*d/s-ləy	bow / slingshot	48, 50, 140, 192		*l	*ləy	tool		2411	2411
683	PTB	*g-ləy	wind (n.)	50, 134, 192, 194, 247		*l	*ləy	natural		2412	2412
684	PTB	*m-ləy	boat	192		*l	*ləy	tool		2413	2413
685	PTB	*s-ləy	flea	48, 50, 69, 192		*l	*ləy	animal		2414	2414
686	PLB	*s/ʔ-ləy¹	wind (n.)	39		*l	*ləy	natural			
687	PTB	*s-ləy-t ⪤ *s-rəy-t	heavy	49, 50, 192, 201, 455, 471		*l	*ləy ⪤ *rəy	bodypart		2415	2415
688	PTB	*g-li	armpit / tickle	186		*l	*li	bodypart		1289	1289
689	PTB	*lik	fear	527		*l	*lik	bodypart		?	
690	PTB	*r-lik	penis / testicles	344, 374		*l	*lik	bodypart	reproductive	1286	1286
691	PTB	*b-liŋ	forest / field	130, 280, 282, 494		*l	*liŋ	place		2406	2406
692	PTB	*m-liŋ	neck	280, 296, 307		*l	*liŋ	bodypart		479	479
693	PLB	*m-liŋ¹	neck	39		*l	*liŋ	bodypart			
694	PLB	*liŋ² ⪤ *likᴸ	python	281		*l	*liŋ ⪤ *lik	animal		?	6112
695	PTB	*lip	conceal / hide (v.) / bury	ERROR 495		*l	*lip	light		2407?,3489?	2407,3489
696	PLB	*lipᴸ	roll (n.) / curled object	353		*l	*lip	tool	clothe	?	
697	PTB	*s-lip	scale (of fish or reptile)	353		*l	*lip	bodypart		562	562
698	PTB	*lip ⪤ *lup	sink into / dive	354, 370		*l	*lip ⪤ *lup	place		2407,2514?	2407,2514
699	PTB	*m-liːt	horse-leech	134, 350, 352, 534		*l	*liːt	animal		2408	2408
700	PTB	*m-loŋ	boat	294		*l	*loŋ	tool		2416	2416
701	PLB	*s-loŋ¹	loris	285		*l	*loŋ	animal		?	
702	PTB	*low	field	48, 226		*l	*low	place		2417	2417
703	PTB	*low	long	224		*l	*low	place		2418	2418
704	PLB	*ʔ-lu³	fry	112, 180		*l	*lu	light		?	
705	PTB	*luk	custom / manner	363		*l	*luk	kinship		?	
706	PTB	*luk	enough	357		*l	*luk	bodypart		138	138
707	PTB	*luk	sheep	363		*l	*luk	animal		?	
708	PTB	*s-luk ⪤ *s-luŋ	maggot	522		*l	*luk ⪤ *luŋ	animal		?	
709	PTB	*s-lum ⪤ *lim	warm / make warm	272		*l	*lum ⪤ *lim	light		2420	2420
711	PTB	*m-luŋ	mind / heart / liver	141	141	*l	*luŋ	bodypart		1381,3388,1392	1381,3388,1392
712	PTB	*r-luŋ ⪤ *k-luk	stone	47, 50, 70, 127, 128, 288, 523		*l	*luŋ ⪤ *luk	natural		1269	1269
713	PTB	*s-luŋ ⪤ *s-luk	maggot	522		*l	*luŋ ⪤ *luk	animal			
714	PTB	*lwan	bore / pierce	258, 280, 386		*l	*lwan	tool		2424	2424
715	PTB	*s-lwap	practice / learn	342		*l	*lwap	kinship		?	
716	PTB	*g/s-lwat	free / release / loose / relax	70, 82, 84, 136, 332, 334		*l	*lwat	place		2425	2425
717	PLB	*k-lwatᴴ	release	315		*l	*lwat	place			
718	PTB	*lwa(ː)y	easy	213, 485		*l	*lwa(ː)y	bodypart		2426	2426
719	PTB	*lwaːy	buffalo	213		*l	*lwaːy	animal		2427	2427
720	PTB	*s/ʔ-lway ⪤ *s/ʔ-rway	divert / push aside	214		*l	*lway ⪤ *rway	place		3525?	3525
721	PTB	*lwi(y)	flow / stream / river	197		*l	*lwi(y)	water		2428,2423?	2428,2423
722	PTB	*s-l(y)a	tongue	50, 165, 171, 215, 487, 511	215	*l	*l(y)a	bodypart		623	623
723	PTB	*m-lyak	grass	80, 482		*l	*lyak	plant		2460	2460
724	PTB	*m/s-lyak	lick / tongue / eat (of animals) / feed (animals)	23, 48, 80, 81, 92, 124, 137, 153, 323, 327, 528		*l	*lyak	bodypart		629	629
725	PLB	*g-lakᴸ	hand / arm	53, 319		*l	*l(y)ak	bodypart			
726	PTB	*g-l(y)ak	hand / arm	51, 65, 129, 130, 134, 148, 317, 327		*l	*l(y)ak	bodypart			
727	PTB	*l(y)ak ⪤ *l(y)aŋ	good / beautiful	51, 327, 521		*l	*l(y)ak ⪤ *l(y)aŋ	light			
728	PTB	*s-lyam	tongue / flame	299		*l	*lyam	bodypart		625	625
729	PTB	*lyaŋ	wait	266		*l	*lyaŋ	place			
730	PTB	*s-lyap	glitter / flash / lightning	338		*l	*lyap	light		2433	2433
731	PTB	*ma-n	mother / feminine suffix	175, 448		*m	*ma	kinship		1619,2435	1619,2435
732	PTB	*ma-t	exhausted / spent	334		*m	*ma	bodypart		1860	1860
733	PTB	*ma-t	lose / disappear	461		*m	*ma	tool		?	
734	PTB	*ma-y	negative	172, 488		*m	*ma	kinship		2436	2436
735	PTB	*ma-y	rice / paddy	231		*m	*ma	plant		2445	2445
736	PTB	*ma-y	what	488		*m	*ma	kinship			
737	PLB	*ma²	not	38		*m	*ma	kinship			
738	PLB	*-ma³	noun suffix	38		*m	*ma	kinship		2435?	2435
739	PTB	*r-ma-t	wound / injured	81, 127, 334, 461		*m	*ma	bodypart		1788	1788
740	PLB	*s/ʔ-ma¹/²	teach	38, 113, 163, 241		*m	*ma	kinship		?	
741	PTB	*ma-y ⪤ *mey	rice / paddy	216, 217, 221, 231, 486, 511		*m	*ma ⪤ *mey	plant			
742	PTB	*d-mak	war / soldier	99, 318		*m	*mak	kinship		?	
743	PLB	*makᴸ	soldier	35		*m	*mak	kinship			
744	PLB	*s-makᴴ	dream	37, 117		*m	*mak	light			
745	PLB	*ʔ-makᴸ	son-in-law	37, 474		*m	*maːk	kinship		2439	2439
746	PTB	*s-maːk	son-in-law	233, 325		*m	*maːk	kinship			
747	PTB	*s-man	medicine	37		*m	*man	bodypart		?	
748	PTB	*maŋ	big / elder (brother or uncle)	264, 302		*m	*maŋ	kinship		2440	2440
749	PTB	*s-maŋ	corpse	265	265	*m	*maŋ	bodypart		17	17
750	PTB	*r/s-maŋ ⪤ *mak	dream	268, 302, 310, 325, 521	268	*m	*maŋ ⪤ *mak	light		126,1838?	126,1838
751	PLB	*s-makᴴ	dream	37, 117		*m	*maŋ ⪤ *mak	light			
752	PTB	*s-maŋ ⪤ *s-mak	black / ink / deep	317, 522		*m	*maŋ ⪤ *mak	light		547?	6130,547
753	PTB	*maːy	good / well	132, 207, 210		*m	*maːy	kinship		2444	2444
754	PTB	*maːy	pumpkin	210		*m	*maːy	plant		?	
755	PTB	*s-maːy	face	210, 537		*m	*maːy	bodypart		1187	1187
756	PTB	*r-may	tail	81, 106, 127, 208, 216, 217, 221, 511	216	*m	*may ⪤ *mey ⪤ *mi	bodypart	reproductive	1288	1288
757	PTB	*r-mey	tail	216, 511		*m	*may ⪤ *mey ⪤ *mi	bodypart	reproductive		
758	PTB	*r-mi	tail	216		*m	*may ⪤ *mey ⪤ *mi	bodypart	reproductive		
759	PTB	*s-mel	face	422, 537		*m	*mel	bodypart		1188?	1188
760	PTB	*r-men	mole (blemish) / wen	81, 290, 296		*m	*men	bodypart		2447	2447
761	PTB	*mey	fire	141, 205, 206, 217		*m	*mey	light		2136	2136
762	PLB	*s/ʔ-mey²	fire	39		*m	*mey	light			
763	PLB	*ʔ-məw¹	body hair	40, 100		*m	*məw	bodypart	clothe	365?,1429?,363?	365,1429,363
764	PLB	*ʔ-məw¹	mushroom	183		*m	*məw	plant		2472	2472
765	PTB	*g/s-məw	mushroom	134, 184		*m	*məw	plant			
766	PTB	*məw	eagle / hawk	185		*m	*məw	animal		2471	2471
767	PLB	*məw²	sky / heavens	183		*m	*məw	natural			
768	PLB	*məw²-ts(y)a¹	sunlight	30		*m	*məw	light			
769	PTB	*r-məw	sky / heavens / clouds	81, 129, 184		*m	*məw	natural		2473	2473
770	PTB	*mi	female / girl	187		*m	*mi	kinship		1618	1618
771	PLB	*mi²/³	female / girl	38, 187		*m	*mi	kinship			
772	PTB	*r-mi(y)-n	man / person	81, 88, 118, 201, 449	449	*m	*mi	kinship		1002,1636	1636,1002
773	PLB	*s/ʔ-mi¹	catch / overtake	37		*m	*mi	tool		?	
774	PTB	*s-mik ⪤ *s-myak	eye	40, 63, 66, 99, 141, 319, 324, 327, 346, 347, 371, 496, 506, 527	324	*m	*mik ⪤ *myak	bodypart		33,681,682	682,33,681
775	PLB	*s-myakᴴ	eye	35, 39, 63, 100, 315, 474		*m	*mik ⪤ *myak	bodypart			
776	PTB	*s-min	ripe / sweet / delicious	277, 296, 495, 496		*m	*min	bodypart		2449	2449
777	PLB	*s/ʔ-min¹	ripe / sweet / delicious	39		*m	*min	bodypart			6148
778	PTB	*miːn	name (v.) / order / command	306, 307, 529		*m	*miːn	kinship			
779	PLB	*miːtᴸ	blink / shut abruptly	315		*m	*miːn ⪤ *miːt	light		139,31?	139,31
780	PTB	*s-miːn ⪤ *s-miːt	extinguish / shut / blink	350, 352, 519		*m	*miːn ⪤ *miːt	light		31,139?	31,139
781	PLB	*ʔ-miŋ¹/³	name	248		*m	*miŋ	kinship			
782	PTB	*r/s-miŋ	name / order / command	81, 127, 280, 296, 298, 307, 496, 528, 529		*m	*miŋ	kinship		2450	2450
783	PTB	*mlyəw-k	swallow (v.)	81, 84		*m	*mlyəw	bodypart		627	627
784	PTB	*mow	woman / female relative	223, 227		*m	*mow	kinship		1620	1620
785	PTB	*mow	work / move	224		*m	*mow	tool		2455	2455
786	PTB	*moy	beautiful / perfectly	220, 228		*m	*moy	light		2457	2457
787	PTB	*r-moy	bud / blossoming	81, 228		*m	*moy	plant		2458	2458
788	PTB	*mra ⪤ *mya	much / many	80, 169		*m	*mra ⪤ *mya	number		3372	3372
789	PLB	*mra²	many	39, 164		*m	*mra ⪤ *mya	number			
790	PTB	*mrak	cut / tear	80		*m	*mrak	tool		2459	2459
791	PLB	*ʔ-mraŋ³	high	82, 249		*m	*mraŋ	place		2597	2597
792	PTB	*mraŋ	see / look toward	37, 80, 267, 303		*m	*mraŋ	light		1227	1227
793	PLB	*mraŋ²	horse	82, 249		*m	*mraŋ	animal			
794	PLB	*s-mraŋ¹	show	268		*m	*mraŋ	light			
795	PTB	*mriŋ	sound / noise	307		*m	*mriŋ	noise		?	
796	PTB	*mruk	monkey	80, 145		*m	*mruk	animal		2462	2462
797	PTB	*mruk ⪤ *mrak	grass / weeds	80, 482, 513		*m	*mruk ⪤ *mrak	plant		2460,2464	2460,2464
798	PLB	*ʔ-mu²	brood / incubate	112, 180		*m	*mu	animal		1234	1234
799	PLB	*ʔ-mu²	soot / acrid (smoke)	112, 180		*m	*mu	light		?	
800	PTB	*muk	mouth	537		*m	*muk	bodypart		687	687
801	PTB	*muːk	cubit / armlength	359, 361		*m	*muːk	bodypart		769	769
802	PTB	*muːk	detritus / dust	359, 513		*m	*muːk	light		2464	2464
803	PTB	*muːk	weeds	360		*m	*muːk	plant		2464	2464
804	PTB	*mul	silver	415		*m	*mul	tool			
805	PTB	*g-mul	hair (body)	496		*m	*mul ⪤ *mil ⪤ *myal	bodypart	clothe		
806	PTB	*s-mul ⪤ *s-mil ⪤ *s-myal	hair (body) / fur / feather	83, 384, 386, 388, 414, 419, 423, 496, 501, 505, 506, 508	388	*m	*mul ⪤ *mil ⪤ *myal	bodypart	clothe	363,362,364,2466	363,362,364,2466
807	PTB	*muːm	bud	276		*m	*muːm	plant		2467	2467
808	PLB	*ʔ-mun¹/³	powder	249, 279		*m	*mun	natural		?	
809	PTB	*s-mun	dark	309, 310		*m	*mun	light			
810	PTB	*muːŋ ⪤ *r/s-muːk	overcast / foggy / dark / sullen	81, 127, 289, 309, 310, 359, 360, 523		*m	*muːŋ ⪤ *muːk	light		2468	2468
811	PTB	*muːr	mouth / face / gills / beak	397, 402, 426, 537		*m	*muːr	bodypart		467	467
812	PTB	*s-mut	blow	99, 364		*m	*mut	place		503,2470,1732?,1746?,1743?	503,2470,1732,1746,1743
813	PLB	*s-mutᴴ	blow	37, 315		*m	*mut	place			16
814	PTB	*mwa-t	curse / revile	176, 462		*m	*mwa	noise		?	
815	PTB	*mwan ⪤ *mwat	cut / slice / castrate	518		*m	*mwan ⪤ *mwat	tool		54?	54
816	PLB	*mwatᴸ	hungry	37, 38		*m	*mwat	bodypart		99	99
817	PLB	*mwatᴸ	star / moon	332		*m	*mwat	natural			
818	PLB	*mwatᴸ ⪤ *ŋ(w)atᴸ	hungry	332		*m	*mwat ⪤ *ŋ(w)at	bodypart			
819	PTB	*mwəy	fine / delicate	201		*m	*mwəy	place		?	
820	PTB	*r/s-mwəy	sleep	195, 200		*m	*mwəy	light		130	130
821	PTB	*s-mwəy	spindle / twirl	195		*m	*mwəy	tool	clothe	2475	2475
822	PTB	*s-myak	vanish / get lost	322		*m	*myak	place		?	
823	PLB	*ʔ-myaŋ¹/³	long (time)	265		*m	*myaŋ	place		?	
824	PTB	*myel	sleepy	420, 427		*m	*myel	light		2476	2476
825	PTB	*s-m(y)ik	bamboo sprout	344, 348		*m	*m(y)ik	plant		2477	2477
826	PLB	*myukᴸ	monkey	37, 39, 96		*m	*myuk	animal			
827	PLB	*s-myukᴴ	monkey	39		*m	*myuk	animal			
828	PLB	*ʔ-na¹	good / permissible	163		*n	*na	kinship		?	
829	PLB	*ʔ-na²	ear	40, 100, 112		*n	*na	bodypart			
830	PTB	*g-na-s	be / live / stay / rest / alight / perch	433, 442, 471, 477		*n	*na	place		84	84
831	PTB	*m-na	mother	173		*n	*na	kinship		1623	1623
832	PTB	*na-n ⪤ *na-t	ill / suffer / hurt / evil spirit	38, 162, 168, 333, 335, 440, 452, 520		*n	*na	bodypart		160	160
833	PTB	*na-ŋ	2nd person pronoun	2, 177, 264		*n	*na	kinship		?	2489
834	PLB	*na¹	ear / listen	38		*n	*na	bodypart			
835	PLB	*na²	be / live / stay / rest / perch	477		*n	*na	place			
836	PTB	*r/g-na	ear / hear / listen	129, 134, 162, 165, 168, 172, 176		*n	*na	bodypart		2480	2480
837	PTB	*s-na	crossbow	172		*n	*na	tool		?	
838	PTB	*s-na ⪤ *s-naːr	nose	102, 103, 162, 165, 172, 386, 426, 427		*n	*na ⪤ *naːr	bodypart		803,804	803,804
839	PLB	*ʔ-nakᴸ	deep	37, 38, 39, 40, 100, 112, 117, 128, 242		*n	*nak	light		2483	2483
840	PTB	*s-nak	black / ink / deep	317, 326, 522		*n	*nak	light		2483	2483
841	PLB	*s-nakᴴ	black	39, 117, 242, 319		*n	*nak	light		2483	6046,2483
842	PTB	*s-nak ⪤ *s-naŋ	step on	523		*n	*nak ⪤ *naŋ	bodypart		2134	2134
843	PTB	*m-nak ⪤ *m-nap	early morning	129, 326, 530		*n	*nak ⪤ *nap	light		?	
844	PLB	*ʔ-nam¹	side / rib	40, 100, 112		*n	*nam	bodypart		553,1308?	553,1308
845	PTB	*m/s-nam	smell	103, 119, 250, 251		*n	*nam	bodypart		1415,3190	1415,3190
846	PLB	*nam¹/²/³	smell	253		*n	*nam	bodypart			
847	PTB	*s-nam	daughter-in-law	104, 251		*n	*nam	kinship		2486	2486
848	PTB	*s-nam	good	104		*n	*nam	kinship		?	
849	PTB	*s-nam	sesame	250		*n	*nam	plant		2487	2487
850	PLB	*s-nam¹	ear (grain)	253, 254		*n	*nam	plant		825?	3605,825
851	PLB	*s/ʔ-nam²	sesame	38, 253		*n	*nam	plant			
852	PLB	*naŋ¹	2nd person pronoun	2, 37, 249		*n	*naŋ	kinship			
853	PTB	*s-naŋ	follow / repeat	263, 302		*n	*naŋ	place		2488	2488
854	PTB	*s-naːŋ	heavy / thick (of liquids) / viscous	302		*n	*naːŋ	bodypart		?	
855	PLB	*ʔ-napᴸ	snot	99, 112		*n	*nap	bodypart		805,1318	805,1318
856	PTB	*s-nap	enter	104		*n	*nap	place		?	
857	PTB	*s-nap	snot	37, 102, 336		*n	*nap	bodypart			
858	PTB	*s-nas	leaf	432		*n	*nas	plant		?	
859	PTB	*naːw	younger sibling	225, 226		*n	*naːw	kinship		2492	2492
860	PTB	*nay	languid / leisurely	209		*n	*nay	bodypart		?	
861	PTB	*m-naːy	twist / knead	210		*n	*naːy	tool		2493	2493
862	PTB	*s-naːy	pus	210		*n	*naːy	bodypart		1294	1294
863	PLB	*ʔ-nay¹/²	bamboo strip (for tying)	216, 510		*n	*nay ⪤ *ney	plant		?	
864	PTB	*ʔney	bamboo strip (for tying)	216, 510		*n	*nay ⪤ *ney	plant			
865	PTB	*s-naːy ⪤ *s-ney	near	215, 220, 511		*n	*naːy ⪤ *ney	place		2496	2496
866	PTB	*neːk	sticky	374		*n	*neːk	bodypart		?	
867	PTB	*s-nem ⪤ *s-nyam	low / soft	248, 290, 299, 509		*n	*nem ⪤ *nyam	bodypart		46	46
868	PTB	*s-nes	lip / beak	435		*n	*nes	bodypart		441	441
869	PTB	*ney	hair (head)	206		*n	*ney	bodypart	clothe	2497,368	2497,368
870	PTB	*ney	look / try to	206		*n	*ney	light		1237	1237
871	PTB	*r-ney-t	get / have / obtain	206, 217, 460		*n	*ney	place		2498	2498
872	PTB	*ney ⪤ *ni(y)	aunt	193, 218, 509		*n	*ney ⪤ *ni(y)	kinship		2507	2507
873	PTB	*nəw	breast / milk	198		*n	*nəw	bodypart	reproductive	253	3585,253
874	PLB	*s-nəw²	awake(n) /  conscious	182		*n	*nəw	light		143	143
875	PLB	*s-nəw²	wither	182		*n	*nəw	place		?	
876	PTB	*nəy	sun / day	191, 201, 464		*n	*nəy	light		85	85
877	PLB	*ʔ-nit ⪤ *ši²	seven	477		*n	*ni	number			6159
878	PLB	*ʔ-nit ⪤ *ni²	two	351, 477		*n	*ni	number			
879	PLB	*ʔ-ni¹	red	40, 100		*n	*ni	light			
880	PLB	*ʔ-ni³	heart / mind / brain	347		*n	*ni	bodypart		297	297
881	PTB	*g/s-ni-s	two	135, 149, 241, 351, 352, 434, 477, 481		*n	*ni	number		2504	2504
882	PTB	*r-ni	red	412, 428		*n	*ni	light		2499	2499
883	PTB	*r/s-ni-l	gums	48, 103, 241, 410, 423, 427		*n	*ni	bodypart		504,3321	504,3321
884	PTB	*s-ni-s	seven	44, 103, 149, 153, 351, 352, 434, 477		*n	*ni	number		2505	2505
885	PTB	*r/s-nil	gums	241, 427		*n	*nil	bodypart			
886	PTB	*niŋ	way / method / custom	281		*n	*niŋ	place		?	
887	PTB	*s-niŋ ⪤ *s-nik	heart / mind / brain	39, 102, 103, 283, 347, 480, 521	347	*n	*niŋ ⪤ *nik	bodypart		251	251
888	PTB	*s-ni(ː)ŋ ⪤ *s-nik	year	282, 283, 475, 524, 528		*n	*niŋ ⪤ *nik	natural		2501	2501
889	PLB	*ʔ-nipᴸ	press	112		*n	*nip ⪤ *nyap ⪤ *nup	tool			
890	PTB	*s-ni(ː)p ⪤ *r/s-nyap ⪤ *s-nu(ː)p	pinch / squeeze / press / oppress / sink into / submerge / enter	339, 342, 355, 356, 370, 499, 505, 507		*n	*nip ⪤ *nyap ⪤ *nup	tool		2503	2503
891	PTB	*s-not ⪤ *s-nut	womb / mouth / vessel	381		*n	*not ⪤ *nut	bodypart	reproductive	471,2509	471,2509
892	PTB	*now	tender / soft	223, 224		*n	*now	bodypart		2510	2510
893	PLB	*now²	tender / soft	38		*n	*now	bodypart			
894	PLB	*ʔ/s-nu¹	awn (of grain) / panicle	180		*n	*nu	plant		?	
895	PLB	*ʔ-nukᴸ	back	315		*n	*nuk	bodypart			
896	PTB	*s-nuk	bean	356		*n	*nuk	plant		2067	2067
897	PTB	*s-nuk	brain	357		*n	*nuk	bodypart		243?	243
898	PLB	*s-nukᴴ	bean	39, 40, 100, 315		*n	*nuk	plant			
899	PLB	*s-nukᴴ	brain	39		*n	*nuk	bodypart			
900	PTB	*nuːl	rub / wear down	417, 426		*n	*nuːl	bodypart		2512	2512
901	PTB	*s-nuŋ ⪤ *s-nuk	back / behind / after	102, 286, 289, 479, 520		*n	*nuŋ ⪤ *nuk	bodypart		203,2513	203,2513
902	PLB	*nwa²	cattle	38, 40		*n	*nwa	animal			
903	PTB	*s/ʔ-n(w)ay	cohesive / elastic	214		*n	*nway	bodypart		?	
904	PTB	*m-n(w)ay	yam	215, 217		*n	*nway	plant		?	
905	PTB	*m-nwi(y)-k	laugh	117, 119, 197, 481		*n	*nwi(y)	bodypart		1105	1105
906	PTB	*nya	woman	173		*n	*nya	kinship		?	
907	PTB	*n(y)a-n	blush / red	177, 451		*n	*nya	light		2499?	6151,2499
908	PTB	*s-nya-k	meat / flesh	481		*n	*nya	bodypart		35,44?	35,44
909	PLB	*ʔ-nyakᴸ	sticky	374		*n	*nyak	bodypart			
