rn	type	text
517267	O	<par>e.g. to cut at a piece of clothing with scissors</par>
517271	O	<par>the unpleasant noise of cries of farm animals; the second syll. is the verb &quot;to shout, call,&quot; cf 1345a</par>
517275	O	<par>meaning: &quot;drinking wine&quot;</par>
517282	O	<par>meaning: to sit</par>
517283	O	<par>for men as well as for objects</par>
517289	O	<par>(of a dog)</par>
517295	O	<par>most likely Tibetan borrowing</par>
517297	O	<par>On the hypothesis that the Na and Laze are cognate, we could reconstruct: <latinform>*Skak</latinform> &gt; <latinform>*Sko</latinform> &gt; <latinform>*Skʷo</latinform>, and then divergence into Na (&gt;<latinform>/ku/</latinform>) and Laze (&gt;<latinform>/hwɤ/</latinform>).</par>
517302	O	<par>to press (oilseed to extract oil)</par>
517383	O	<par>(not a borrowing)</par>
517409	O	<par>to put in the heart</par>
517419	O	<par>e.g. cover a pot with a lid</par>
517439	O	<par>i.e. &quot;all white&quot;; <latinform>*mbaŋ</latinform>?</par>
517455	O	<par>e.g. smoke irritates the eye</par>
517460	O	<par>e.g. guard a house</par>
517467	O	<par>e.g. boat slowly sinking down into a lake</par>
517473	O	<par>e.g. a sword hilt</par>
517477	O	<par>e.g. precious objects from a distant place</par>
517483	O	<par>e.g. to do a bed</par>
517492	O	<par>&quot;play&quot; + &quot;word&quot;</par>
517504	O	<par>e.g. to meet someone at the bus station</par>
517505	O	<par>e.g. to meet someone at the bus station</par>
517519	O	<par>Pheasant (also used for: quail, and some wild chickens)</par>
517523	O	<par>generic term for all woodpeckers</par>
517527	O	<par>The name is an onomatopoeia imitating the cry of the owl.</par>
517531	O	<par>term now also used for pies and other birds seen as similar</par>
517532	O	<par>English: thrush? uncertain identification; corresponding Latin name: <emph>Turdus merula</emph></par>
517547	O	<par>the first two syllables correspond to 1805 &quot;bug&quot;</par>
517559	O	<par>The first syllable could be &quot;insect&quot;, the second could come from <latinform>*smraŋ</latinform> &quot;fly&quot;? But the correspondence is unexpected: one would expect <latinform>u:u:o</latinform>.</par>
517570	O	<par>borrowing from Prinmi</par>
517574	O	<par>&quot;expressive&quot; word, derived from &quot;pig&quot;</par>
517598	O	<par>transition from <latinform>*it</latinform> to <latinform>ət</latinform>, and therefore no palatalization</par>
517612	O	<par>1st syllable is a Chinese loan, 2nd is old</par>
517616	O	<par>no poison</par>
517619	O	<par>borrowed from Tibetan at different times in Naxi and Laze?</par>
517633	T	<par>&lt; Chi., ultimately from Greek βους?</par>
517639	O	<par>includes dogs, cats…</par>
517646	O	<par><emph>Erinaceus amurensis</emph></par>
517663	O	<par>could come from the word &quot;fruit&quot;</par>
517664	O	<par>Culturally, a loan from Tibetan (<latinform>mbras</latinform>) is implausible: Tibetan culture based on other cereals.</par>
517682	O	<par>borrowing</par>
517688	O	<par>used as incense</par>
517713	O	<par>&quot;hand&quot;?</par>
517745	O	<par>calque from Chinese</par>
517746	O	<par>probably borrowing from Pumi?</par>
517750	O	<par>borrowing</par>
